fecha,mei,nino12,nino3,nino34,nino4,oni,soi
1992-07-01,0.61,-0.05,-0.01,0.27,0.38,0.37,-0.63
1992-08-01,-0.02,-0.24,-0.35,-0.15,0.15,0.09,-0.01
1992-09-01,0.4,-0.5,-0.35,-0.14,0.11,-0.13,0.06
1992-10-01,0.67,-0.26,-0.34,-0.35,0.02,-0.25,-2.03
1992-11-01,0.62,-0.25,-0.29,-0.14,0.11,-0.28,-0.84
1992-12-01,0.73,-0.31,-0.26,0.04,0.29,-0.13,-0.71
1993-01-01,0.79,0.03,-0.06,0.28,0.47,0.09,-0.93
1993-02-01,0.9,0.2,0.24,0.42,0.47,0.3,-0.96
1993-03-01,0.77,0.53,0.36,0.47,0.37,0.5,-1.13
1993-04-01,0.99,0.83,0.92,0.92,0.52,0.67,-2.29
1993-05-01,1.48,1.13,1.05,0.93,0.52,0.7,-0.59
1993-06-01,1.52,0.88,0.63,0.64,0.41,0.57,-2.18
1993-07-01,0.9,0.32,0.13,0.33,0.38,0.32,-1.06
1993-08-01,0.6,0.21,0.01,0.16,0.31,0.25,-1.73
1993-09-01,0.61,0.12,0.09,0.26,0.38,0.15,-0.78
1993-10-01,0.96,0.32,0.21,0.36,0.32,0.1,-1.57
1993-11-01,0.71,-0.23,0.11,0.28,0.43,0.04,-0.13
1993-12-01,0.27,-0.29,-0.0,0.19,0.37,0.06,0.07
1994-01-01,-0.01,-0.07,-0.04,0.04,0.19,0.06,-0.25
1994-02-01,-0.21,-0.33,-0.29,-0.16,0.03,0.07,-0.06
1994-03-01,-0.22,-1.13,-0.36,-0.06,0.11,0.17,-1.35
1994-04-01,0.02,-1.22,-0.43,0.03,0.25,0.31,-2.63
1994-05-01,-0.02,-0.91,-0.21,0.14,0.27,0.42,-1.26
